Country,Date,COCL,COEM,COLS,COPD,COSC,LWI,TO3,Var_COCL,Var_COEM,Var_COLS,Var_COPD,Var_COSC,Var_LWI,Var_TO3
Romania,201905,0.0005959141,1.2937669e-10,2.4015526e-10,8.435051e-11,106.99274,1.0000206,353.52536,1.0586144e-09,2.7309453e-22,5.8877756e-22,1.4578133e-22,256.466,-4.2317816e-10,423.49423
Slovakia,201905,0.000627784,1.13999477e-10,2.48839e-10,8.5268376e-11,109.288605,1.0000206,363.13107,1.3661914e-09,2.8412773e-22,8.241406e-22,1.6862321e-22,345.87338,-4.2317816e-10,416.2779
Slovenia,201905,0.00061459455,1.7179219e-10,2.3488234e-10,7.9681525e-11,107.71388,1.0000206,361.1844,9.877597e-10,3.2493215e-23,5.2830775e-22,1.0823286e-22,273.3071,-4.2317816e-10,389.59186
Spain,201905,0.0005549761,1.3527334e-09,1.9308577e-10,8.103702e-11,124.109314,1.0000206,338.9159,1.1488398e-09,1.1078307e-21,1.7339997e-22,8.774102e-23,1323.8427,-4.2317816e-10,292.6134
Sweden,201905,0.0006098973,2.591418e-11,1.3986677e-10,4.931984e-11,96.24801,0.77352005,378.84042,7.755573e-10,5.6508394e-24,1.5386143e-22,9.147473e-23,268.49182,1.2775221e-08,2279.9487
Ireland,201905,0.00060621864,2.990262e-11,1.6273284e-10,6.149982e-11,83.18456,1.0000206,353.39838,1.0535726e-09,8.394704e-24,1.9730731e-22,1.1397924e-22,147.91338,-4.2317816e-10,1189.8882
Italy,201905,0.0006274217,6.538185e-10,2.3898653e-10,8.6314136e-11,123.02951,1.0000206,361.89273,1.3689643e-09,3.1263158e-22,4.3730445e-22,7.9963075e-23,883.7321,-4.2317816e-10,409.42477
Denmark,201905,0.0006095386,1.1471827e-10,1.8082226e-10,6.476083e-11,87.58132,1.0000206,378.74606,9.194939e-10,6.673167e-24,2.2651024e-22,1.2123118e-22,131.9064,-4.2317816e-10,2216.1326
Finland,201905,0.00060221506,1.2336031e-10,1.3088253e-10,4.571015e-11,90.405685,1.0000206,376.1887,8.5149066e-10,1.1405484e-21,1.3110661e-22,7.650075e-23,107.34549,-4.2317816e-10,1973.1348
Belgium,201905,0.0006404542,7.623766e-10,2.4148397e-10,8.4253673e-11,148.00352,1.0000206,363.83255,2.0008668e-09,1.1288509e-22,6.4216373e-22,2.1536365e-22,2950.2847,-4.2317816e-10,1112.013
Croatia,201905,0.0006097278,3.2020265e-11,2.2001947e-10,7.5413106e-11,98.190384,0.99444175,359.79758,1.298864e-09,2.4237026e-24,4.874555e-22,9.077192e-23,86.84792,8.099363e-09,377.40707
Austria,201906,0.00050166325,1.2855313e-10,2.3185033e-10,1.00770794e-10,101.01491,1.000018,321.0134,8.86241e-10,1.3785338e-21,3.3822925e-22,6.038412e-23,309.61932,-3.2376546e-10,158.65675
Bulgaria,201906,0.0005757813,1.98845e-10,2.7239666e-10,1.2210045e-10,103.12473,1.000018,331.72433,7.444828e-10,7.9172903e-22,1.987189e-22,3.56224e-23,246.1269,-3.2376546e-10,234.06242
Cyprus,201906,0.00055085577,1.6403819e-10,2.4407618e-10,1.3216692e-10,84.40024,0.9166653,305.39072,3.5870748e-10,2.8306734e-23,4.1234461e-22,1.4248685e-22,52.870087,1.391709e-09,268.21387
Czech Republic,201906,0.00058819144,3.6242306e-10,2.9120814e-10,1.3105105e-10,125.351036,1.000018,323.33734,1.3379214e-09,8.4452717e-22,5.804614e-22,1.0479341e-22,1062.8256,-3.2376546e-10,120.00711
Estonia,201906,0.0005748423,1.6001044e-10,1.7104572e-10,7.571863e-11,89.60371,1.000018,329.31433,1.2583036e-09,3.684006e-22,9.9378337e-23,1.8264301e-23,206.40338,-3.2376546e-10,356.7565
France,201906,0.0005207687,1.974134e-10,1.9963015e-10,9.345441e-11,88.42009,1.000018,334.81372,6.756657e-10,5.1841086e-22,7.857897e-23,1.04119126e-22,250.6198,-3.2376546e-10,837.7382
Germany,201906,0.00057158957,2.6266206e-10,2.589783e-10,1.1650686e-10,112.90123,1.000018,327.12146,1.2718349e-09,4.8881603e-22,4.095974e-22,1.0532567e-22,675.0611,-3.2376546e-10,265.5115
Greece,201906,0.000536015,1.72049e-10,2.0603372e-10,9.2382046e-11,93.99815,1.000018,329.16913,5.2985e-10,6.5037965e-23,1.0898413e-22,2.5094511e-23,145.83543,-3.2376546e-10,228.12544
Hungary,201906,0.00060992414,3.306168e-10,3.0621952e-10,1.4048476e-10,117.25818,1.000018,326.77017,8.3268914e-10,2.0342922e-22,3.9228675e-22,1.0371968e-22,612.4643,-3.2376546e-10,202.25107
Latvia,201906,0.0005807503,2.4412353e-10,1.9183367e-10,8.6363396e-11,97.027145,0.728872,325.7094,1.3322344e-09,3.2771243e-22,1.6101146e-22,3.1414606e-23,303.84628,1.0678675e-08,305.49573
Lithuania,201906,0.00058625446,2.8585417e-10,2.2779006e-10,1.0367e-10,104.65957,1.000018,323.37836,1.5356953e-09,6.0484104e-22,3.0903387e-22,6.0213084e-23,497.85223,-3.2376546e-10,235.41733
Luxembourg,201906,0.0005614258,3.4029676e-10,2.5453156e-10,1.1376425e-10,125.35188,1.000018,332.9362,1.4158105e-09,3.056209e-22,3.836256e-22,1.4547073e-22,2399.1711,-3.2376546e-10,589.8143
Malta,201906,0.0005763856,1.7683277e-11,2.2284895e-10,1.1977454e-10,84.27278,0.0,324.4983,1.0101034e-09,1.0602291e-29,4.2082756e-22,1.1764429e-22,77.61949,0.0,228.47704
Netherlands,201906,0.00060464366,6.6290035e-10,2.6616875e-10,1.1734656e-10,142.82877,1.000018,339.85965,2.8446063e-09,4.0458692e-22,7.085479e-22,1.8146598e-22,4723.5522,-3.2376546e-10,723.42706
Poland,201906,0.00060178776,3.7578804e-10,2.973957e-10,1.3599022e-10,115.6651,1.000018,323.05872,1.3427509e-09,8.72254e-22,5.181047e-22,1.163042e-22,1065.8549,-3.2376546e-10,177.34258
Portugal,201906,0.00054832804,1.814648e-10,1.9545965e-10,9.523582e-11,81.54978,1.000018,338.78308,7.882008e-10,1.2927297e-22,5.957245e-23,4.5855112e-23,155.92183,-3.2376546e-10,509.28894
Romania,201906,0.0005559672,1.8354582e-10,2.5356026e-10,1.1118431e-10,102.15382,1.000018,327.11856,9.2491326e-10,2.1578872e-22,1.9254988e-22,3.923484e-23,324.6692,-3.2376546e-10,217.735
Slovakia,201906,0.0005827686,1.8158583e-10,2.8362773e-10,1.2625283e-10,106.99277,1.000018,324.39496,7.704229e-10,4.7895716e-22,3.1208625e-22,7.6801327e-23,366.94022,-3.2376546e-10,201.16447
Slovenia,201906,0.00056553906,1.7354461e-10,2.5609145e-10,1.1592134e-10,107.3131,1.000018,325.67612,1.0622554e-09,7.311386e-24,3.2501622e-22,5.1181857e-23,362.00867,-3.2376546e-10,178.25659
Spain,201906,0.00052978884,1.5975103e-09,2.2014975e-10,1.0387969e-10,132.44891,1.000018,331.51965,6.57603e-10,7.015783e-19,1.5145496e-22,1.1310512e-22,2257.614,-3.2376546e-10,729.0435
Sweden,201906,0.00058273546,3.554561e-11,1.757619e-10,7.673479e-11,92.71154,0.77351445,333.2818,1.3426527e-09,4.7044304e-24,1.0286799e-22,3.244495e-23,431.6585,3.9710866e-09,389.05884
Ireland,201906,0.0005409432,4.1687542e-11,1.8762852e-10,8.129087e-11,73.07207,1.000018,363.69403,1.2017061e-09,9.565242e-24,1.8493756e-22,7.8997175e-23,106.056305,-3.2376546e-10,776.9978
Italy,201906,0.00058365485,7.105838e-10,2.4502514e-10,1.1989497e-10,131.27165,1.000018,327.07294,9.75909e-10,5.8449745e-21,2.8151947e-22,5.4893896e-23,1434.9995,-3.2376546e-10,133.53049
Denmark,201906,0.0005791766,1.2461404e-10,2.1249089e-10,9.511037e-11,85.90069,1.000018,337.92056,1.7748188e-09,9.915113e-24,2.3361112e-22,7.70611e-23,350.21567,-3.2376546e-10,392.51294
Finland,201906,0.00056649005,2.5247193e-10,1.6157102e-10,6.8114146e-11,92.10785,1.000018,337.72498,1.7762765e-09,7.246121e-22,9.0030486e-23,2.3956786e-23,271.52347,-3.2376546e-10,396.43765
Belgium,201906,0.0005853382,8.050468e-10,2.7148472e-10,1.2119768e-10,137.02571,1.000018,338.33646,1.8682853e-09,2.1366587e-22,6.1294543e-22,1.8736196e-22,2713.2764,-3.2376546e-10,835.32495
Croatia,201906,0.00055609335,3.8240244e-11,2.3735372e-10,1.1046137e-10,97.77098,0.9944295,326.92572,8.7391794e-10,2.9931114e-24,2.1644435e-22,5.696814e-23,182.72734,6.8298545e-09,186.3324
Austria,201907,0.00050786784,1.4157495e-10,2.4213162e-10,9.93865e-11,97.83634,1.0000072,321.9145,1.5110575e-09,1.02226364e-22,2.8914408e-22,3.0284553e-23,232.02567,-5.1779914e-11,490.9262
Bulgaria,201907,0.00057567086,2.2998267e-10,2.5658337e-10,1.1447365e-10,109.080315,1.0000072,325.9785,1.444619e-09,5.062172e-22,2.6922404e-22,4.683351e-23,336.81714,-5.1779914e-11,340.42087
Cyprus,201907,0.00055587076,1.6693812e-10,2.7332206e-10,1.5548557e-10,88.28792,0.9167474,292.32788,6.0017197e-10,1.3505098e-24,3.0655054e-22,1.7887845e-23,100.272026,9.81727e-09,51.011814
Czech Republic,201907,0.0005803104,4.0621406e-10,3.0132938e-10,1.2973905e-10,124.804634,1.0000072,330.96503,3.0524177e-09,7.063852e-22,6.886516e-22,5.3206024e-23,1561.9838,-5.1779914e-11,544.8912
Estonia,201907,0.00056900457,1.8692867e-10,2.0300576e-10,8.1733904e-11,92.10484,1.0000072,342.5944,3.6947636e-09,2.3595824e-22,4.6732827e-22,4.22302e-23,314.28333,-5.1779914e-11,841.1803
France,201907,0.00054762897,2.3835361e-10,2.0335424e-10,9.4050476e-11,97.701035,1.0000072,318.83197,8.3736224e-10,5.8196306e-22,1.4668707e-22,3.0322538e-23,400.07785,-5.1779914e-11,199.19449
Germany,201907,0.0005668641,3.0549488e-10,2.6900387e-10,1.1897712e-10,109.223946,1.0000072,329.37283,2.7967608e-09,5.7174366e-22,5.3691105e-22,5.325341e-23,938.5759,-5.1779914e-11,495.09967
Greece,201907,0.0005333022,1.9179963e-10,1.9181724e-10,8.859232e-11,98.92381,1.0000072,314.86377,1.5167301e-09,4.0246497e-23,1.790357e-22,1.9341692e-23,230.68015,-5.1779914e-11,244.58821
Hungary,201907,0.0006150029,3.634715e-10,3.1873215e-10,1.3877903e-10,127.09878,1.0000072,329.4703,2.0211666e-09,1.04381305e-22,4.83721e-22,5.140598e-23,1106.5369,-5.1779914e-11,525.6404
Latvia,201907,0.00056916865,2.7006858e-10,2.2781639e-10,9.293401e-11,95.5427,0.72886145,344.94125,3.8421715e-09,1.9337501e-22,6.1748533e-22,4.9296028e-23,375.18002,3.367239e-09,804.09216
Lithuania,201907,0.0005708964,3.3743353e-10,2.6655197e-10,1.1007486e-10,103.06284,1.0000072,345.94022,3.1383536e-09,5.2339217e-22,6.300874e-22,5.272138e-23,687.7099,-5.1779914e-11,645.9264
Luxembourg,201907,0.0005721545,3.747763e-10,2.6027397e-10,1.1567065e-10,128.88033,1.0000072,325.63058,2.5904583e-09,2.8810182e-22,4.7215064e-22,4.7272133e-23,2880.5635,-5.1779914e-11,414.73468
Malta,201907,0.0005743828,1.767326e-11,2.5401692e-10,1.4138947e-10,82.965,0.0,308.51666,7.4689094e-10,1.0402128e-29,3.601927e-22,2.1813332e-23,53.340965,0.0,174.2609
Netherlands,201907,0.0006036088,6.7987665e-10,2.808263e-10,1.2697958e-10,140.67888,1.0000072,330.21124,5.437804e-09,1.4813451e-22,1.1864017e-21,6.928267e-23,5108.1094,-5.1779914e-11,437.1754
Poland,201907,0.00058281363,4.3266643e-10,3.1253608e-10,1.3442829e-10,113.11707,1.0000072,338.35025,2.9854177e-09,9.357637e-22,7.032219e-22,5.0365115e-23,1322.8209,-5.1779914e-11,609.8789
Portugal,201907,0.000587042,3.5369938e-09,2.1915167e-10,1.0528526e-10,149.8064,1.0000072,319.42545,2.7348708e-08,3.886961e-16,7.485524e-21,2.5323863e-23,68776.88,-5.1779914e-11,261.4167
Romania,201907,0.00055731356,2.1739689e-10,2.4196978e-10,1.0085537e-10,110.1101,1.0000072,330.01086,1.2959301e-09,3.3590635e-23,2.0849899e-22,4.4027507e-23,519.40216,-5.1779914e-11,446.6984
Slovakia,201907,0.0005787788,2.2740249e-10,2.8861294e-10,1.2188675e-10,114.42174,1.0000072,331.30585,2.3079985e-09,2.6626623e-22,4.452474e-22,4.1960783e-23,758.99744,-5.1779914e-11,618.95355
Slovenia,201907,0.00058503984,1.8325409e-10,2.6076685e-10,1.098646e-10,110.83391,1.0000072,323.91208,1.7514067e-09,5.1501833e-22,2.8265593e-22,3.6675642e-23,408.82462,-5.1779914e-11,401.18063
Spain,201907,0.00054108334,1.4139122e-09,2.3344893e-10,1.1487572e-10,137.02304,1.0000072,313.1078,9.2424646e-10,3.3765608e-21,2.5270332e-22,2.6223556e-23,2369.622,-5.1779914e-11,173.73062
Sweden,201907,0.00056657585,3.86031e-11,1.9560734e-10,8.3264284e-11,85.66004,0.77350706,336.3013,2.9401006e-09,1.4945723e-24,2.7771e-22,4.1767594e-23,346.16187,-3.3830039e-09,815.7268
Ireland,201907,0.00055063545,4.6929745e-11,1.8250959e-10,8.6146985e-11,69.05646,1.0000072,326.5743,1.2686677e-09,7.083668e-24,1.1579982e-22,2.4441604e-23,29.199553,-5.1779914e-11,249.23538
Italy,201907,0.0005974461,7.226895e-10,2.5737634e-10,1.2152758e-10,131.90991,1.0000072,319.72644,1.1080471e-09,4.819179e-22,2.5873186e-22,2.2786883e-23,1473.3099,-5.1779914e-11,226.54979
Denmark,201907,0.0005593597,1.3180339e-10,2.2412462e-10,1.0161753e-10,82.255066,1.0000072,336.3828,3.0526495e-09,6.52326e-24,3.7092172e-22,5.259313e-23,328.5783,-5.1779914e-11,666.28394
Finland,201907,0.00056061766,2.853833e-10,1.8470502e-10,7.4510474e-11,94.71006,1.0000072,335.21646,2.2695381e-09,1.5431753e-22,1.8975566e-22,3.1537924e-23,393.9101,-5.1779914e-11,766.53845
Belgium,201907,0.0005890563,8.3648577e-10,2.7224373e-10,1.2444841e-10,137.51332,1.0000072,327.11743,3.333068e-09,2.558535e-22,6.817804e-22,5.4849764e-23,2595.219,-5.1779914e-11,377.6419
Croatia,201907,0.00057332194,4.1297965e-11,2.508914e-10,1.0980603e-10,97.644684,0.994414,324.04837,1.4391724e-09,6.333489e-24,2.310069e-22,2.9345746e-23,168.6763,1.4108228e-08,363.70978
Austria,201908,0.0005313656,9.57344e-11,2.1311175e-10,8.588091e-11,102.00284,0.99999434,300.4382,1.3949427e-09,8.331164e-23,4.1725739e-22,3.778431e-23,409.30716,-3.1901815e-11,275.4707
Bulgaria,201908,0.0005901758,2.657912e-10,2.334264e-10,1.0614944e-10,113.213715,0.99999434,300.0276,1.081287e-09,1.29296375e-20,3.7079802e-22,4.0173603e-23,375.09216,-3.1901815e-11,271.51102
Cyprus,201908,0.0005740164,1.6454572e-10,2.585269e-10,1.4191526e-10,97.74221,0.9167332,288.60175,5.7779637e-10,2.3596402e-22,4.0416886e-22,8.9749115e-23,229.4225,1.24341355e-08,88.89921
Czech Republic,201908,0.00061732624,2.8194336e-10,2.6229055e-10,1.0924462e-10,124.30112,0.99999434,305.52872,1.4901211e-09,6.141474e-22,3.7743718e-22,5.510904e-23,1128.732,-3.1901815e-11,287.85168
Estonia,201908,0.0006093328,1.09720635e-10,1.6662308e-10,6.5243665e-11,90.29402,0.99999434,312.46848,1.0416635e-09,4.3664423e-22,3.930405e-22,2.4552897e-23,138.229,-3.1901815e-11,482.52344
France,201908,0.0005550371,1.3363231e-10,1.7677246e-10,7.892534e-11,88.026886,0.99999434,308.0209,6.7787953e-10,4.2347305e-22,1.8251197e-22,2.7173182e-23,118.20349,-3.1901815e-11,195.81198
Germany,201908,0.000607478,2.0115053e-10,2.42866e-10,1.0046396e-10,115.02449,0.99999434,310.15186,1.2557368e-09,5.0284645e-22,3.751922e-22,4.335291e-23,632.50494,-3.1901815e-11,316.76205
Greece,201908,0.0005495469,1.9171315e-10,1.940339e-10,8.970924e-11,104.99805,0.99999434,295.39847,6.62786e-10,5.3674293e-22,1.1864982e-22,9.232322e-24,231.08885,-3.1901815e-11,133.85504
Hungary,201908,0.00064397126,3.133194e-10,2.8336142e-10,1.2378339e-10,127.68647,0.99999434,302.86597,1.5276032e-09,2.0876589e-22,5.831312e-22,7.4037524e-23,823.479,-3.1901815e-11,339.56537
Latvia,201908,0.00061606476,2.0019886e-10,1.8370391e-10,7.3295814e-11,97.56866,0.7289238,310.45035,1.1029502e-09,3.2650764e-22,5.4341535e-22,3.597274e-23,182.34329,8.45941e-09,484.3226
Lithuania,201908,0.0006246089,2.260296e-10,2.149412e-10,8.693942e-11,106.15512,0.99999434,309.59668,1.5771525e-09,7.50535e-22,8.60585e-22,5.1754005e-23,402.35852,-3.1901815e-11,452.46707
Luxembourg,201908,0.0005919843,2.9166436e-10,2.2776024e-10,9.673051e-11,119.62584,0.99999434,312.06686,1.1190159e-09,2.315725e-22,3.3337608e-22,3.8553305e-23,1491.0822,-3.1901815e-11,339.0528
Malta,201908,0.0005995645,1.7677157e-11,2.4823113e-10,1.3292628e-10,88.155304,0.0,296.2469,6.60763e-10,6.82968e-30,1.1874536e-22,5.895482e-23,60.66378,0.0,56.74168
Netherlands,201908,0.0006391255,6.464674e-10,2.562297e-10,1.0654341e-10,147.08545,0.99999434,318.58362,2.713834e-09,9.408986e-23,5.8997006e-22,5.842809e-23,7304.9126,-3.1901815e-11,476.36813
Poland,201908,0.00062906207,2.8672187e-10,2.6732425e-10,1.12565644e-10,119.02527,0.99999434,307.0752,1.1122518e-09,8.463788e-22,5.3043285e-22,6.230265e-23,984.0218,-3.1901815e-11,403.95908
Portugal,201908,0.00056573295,2.839063e-10,1.9337867e-10,9.902732e-11,96.17223,0.99999434,307.5456,1.8275562e-09,2.1055275e-19,2.505322e-22,1.8566468e-23,407.77686,-3.1901815e-11,145.43887
Romania,201908,0.00057540735,1.811256e-10,2.0325622e-10,8.749555e-11,110.070694,0.99999434,301.42957,1.2232199e-09,4.0119625e-22,5.1933114e-22,3.7396983e-23,383.55972,-3.1901815e-11,373.43704
Slovakia,201908,0.00061037665,1.4767959e-10,2.5680066e-10,1.08583434e-10,113.78682,0.99999434,301.88364,1.2247235e-09,4.0328205e-22,4.478252e-22,5.457876e-23,465.39218,-3.1901815e-11,352.588
Slovenia,201908,0.0006022546,1.7192017e-10,2.208433e-10,9.2429626e-11,116.50328,0.99999434,301.78326,1.7399068e-09,3.5185169e-25,4.1896521e-22,4.155721e-23,458.6191,-3.1901815e-11,276.80508
Spain,201908,0.0005501744,1.5772539e-09,2.2206757e-10,1.0654173e-10,146.35178,0.99999434,304.3225,1.4782087e-09,2.0689437e-18,3.306667e-22,3.8798404e-23,4263.46,-3.1901815e-11,134.59819
Sweden,201908,0.0006065263,3.1912997e-11,1.549947e-10,6.195844e-11,99.97793,0.77350014,315.95242,1.1571908e-09,4.7882827e-24,3.5245134e-22,3.9820263e-23,495.56717,-5.9452745e-09,503.85306
Ireland,201908,0.00058832247,3.4700614e-11,1.7000755e-10,6.981857e-11,77.63474,0.99999434,330.59354,1.2592359e-09,6.4369563e-24,2.5303487e-22,3.5124814e-23,60.73979,-3.1901815e-11,377.52985
Italy,201908,0.0006187774,6.8362643e-10,2.4575714e-10,1.1455738e-10,140.38358,0.99999434,299.9339,2.7059286e-09,5.119775e-22,4.047297e-22,3.865246e-23,1786.626,-3.1901815e-11,148.19788
Denmark,201908,0.0006032143,1.196994e-10,2.0023977e-10,8.316128e-11,89.61528,0.99999434,319.64688,1.8184181e-09,7.615921e-24,3.6462696e-22,4.6820854e-23,343.9326,-3.1901815e-11,522.1021
Finland,201908,0.0006007909,2.0809642e-10,1.4156411e-10,5.326879e-11,99.38632,0.99999434,315.0756,1.3243276e-09,1.0391831e-21,4.0659815e-22,3.1260245e-23,206.83948,-3.1901815e-11,524.8536
Belgium,201908,0.00062029494,7.7216833e-10,2.454771e-10,1.0413326e-10,141.0103,0.99999434,315.69717,1.6011281e-09,4.704406e-22,4.449455e-22,4.543436e-23,3087.9834,-3.1901815e-11,404.3866
Croatia,201908,0.0005926374,3.500363e-11,2.1707008e-10,9.452928e-11,106.56975,0.99441296,300.81094,1.7923824e-09,2.1889786e-24,3.5503136e-22,4.3731697e-23,360.49997,4.4172097e-09,253.64354
Austria,201909,0.00051349535,8.065418e-11,1.5390444e-10,5.9458306e-11,96.97897,0.9999845,281.8336,1.528435e-09,2.4866723e-23,6.2797094e-22,6.597012e-23,217.30652,-2.3971736e-10,198.75737
Bulgaria,201909,0.0006034375,2.438405e-10,2.0121112e-10,8.215965e-11,115.10801,0.9999845,295.8326,2.6053288e-09,1.105622e-19,4.598967e-22,4.9422836e-23,738.36694,-2.3971736e-10,108.45153
Cyprus,201909,0.000559932,1.5876801e-10,2.0060013e-10,1.0622498e-10,87.7546,0.9167146,281.45612,4.4773996e-10,2.7996036e-23,2.689002e-22,7.9139744e-23,55.03219,1.2478478e-08,24.387651
Czech Republic,201909,0.00060082576,2.4050262e-10,1.8050954e-10,7.031597e-11,121.30631,0.9999845,285.47195,2.0050028e-09,1.7418e-22,1.0855461e-21,1.3850042e-22,1010.4344,-2.3971736e-10,221.46584
Estonia,201909,0.0005999294,5.386814e-11,1.0320343e-10,3.7511456e-11,87.73275,0.9999845,288.21384,1.29638e-09,1.4816495e-22,3.2817952e-22,8.053418e-23,81.14869,-2.3971736e-10,339.65167
France,201909,0.0005347416,1.0990616e-10,1.3079314e-10,5.767589e-11,88.0431,0.9999845,286.94745,8.87739e-10,2.9150392e-22,2.297614e-22,3.9303565e-23,106.39496,-2.3971736e-10,393.74982
Germany,201909,0.00058742217,1.7618997e-10,1.5810889e-10,6.237336e-11,109.0433,0.9999845,284.2804,1.7597851e-09,3.432312e-22,8.678487e-22,1.1497771e-22,495.85422,-2.3971736e-10,335.46866
Greece,201909,0.00055778574,1.1241094e-10,1.8634806e-10,7.8407475e-11,100.96304,0.9999845,295.53906,1.3183075e-09,5.253053e-22,3.186818e-22,1.1738997e-23,170.766,-2.3971736e-10,89.34543
Hungary,201909,0.00062819227,2.7085226e-10,2.0444393e-10,8.2698834e-11,122.17969,0.9999845,287.91864,1.9789714e-09,1.2342977e-22,9.305343e-22,1.5538154e-22,744.5247,-2.3971736e-10,142.79433
Latvia,201909,0.0006035027,1.541082e-10,1.1379885e-10,4.223748e-11,93.325134,0.7289518,287.45264,1.4229825e-09,1.1134225e-22,3.951769e-22,9.5265203e-23,111.66043,6.591349e-09,340.71664
Lithuania,201909,0.0006015139,1.6381137e-10,1.338021e-10,5.1156343e-11,98.05671,0.9999845,287.48962,1.7811538e-09,1.6285256e-22,5.8393716e-22,1.228713e-22,197.2136,-2.3971736e-10,343.4643
Luxembourg,201909,0.0005678846,2.8091385e-10,1.52342e-10,6.317517e-11,116.092445,0.9999845,284.94296,1.310157e-09,1.537724e-22,6.0710437e-22,9.84016e-23,1253.8264,-2.3971736e-10,430.98065
Malta,201909,0.0005795307,1.7670013e-11,2.1032596e-10,1.0770291e-10,83.06216,0.0,292.68332,4.141202e-10,7.012097e-30,3.0705862e-22,4.4236287e-23,42.759113,0.0,85.15443
Netherlands,201909,0.0006077618,6.4019334e-10,1.5178668e-10,6.240417e-11,136.60202,0.9999845,285.13113,1.1247626e-09,5.2834783e-23,7.9689603e-22,1.3067158e-22,2947.7793,-2.3971736e-10,441.0909
Poland,201909,0.0006138166,2.3797878e-10,1.7229874e-10,6.699329e-11,115.303085,0.9999845,288.78305,2.9764289e-09,1.668483e-22,1.2749149e-21,1.8784745e-22,907.2059,-2.3971736e-10,331.33197
Portugal,201909,0.000572127,7.773137e-10,1.7098944e-10,8.35807e-11,105.08162,0.9999845,294.09192,1.6046108e-09,1.36737314e-17,3.8297016e-22,4.4800152e-23,3828.5085,-2.3971736e-10,168.4156
Romania,201909,0.00057861744,1.13011114e-10,1.6656056e-10,6.55605e-11,105.17496,0.9999845,290.30988,1.4505759e-09,2.8000473e-22,2.5888095e-22,5.6686327e-23,304.8441,-2.3971736e-10,157.42761
Slovakia,201909,0.0005891994,1.0267197e-10,1.7850652e-10,7.0576205e-11,104.46196,0.9999845,287.88647,1.8601044e-09,6.4086717e-22,8.498474e-22,1.3783604e-22,335.333,-2.3971736e-10,182.743
Slovenia,201909,0.0005812231,1.7038475e-10,1.7750253e-10,7.158774e-11,114.7197,0.9999845,286.7336,1.4878228e-09,2.754012e-25,4.2191242e-22,4.8076153e-23,463.30038,-2.3971736e-10,219.89282
Spain,201909,0.00054177677,1.3244075e-09,1.8437181e-10,8.354075e-11,142.88475,0.9999845,294.59296,1.049082e-09,9.320134e-22,3.7672766e-22,5.0134354e-23,2869.753,-2.3971736e-10,259.35016
Sweden,201909,0.0006070881,2.5107265e-11,9.250256e-11,3.3870247e-11,95.12667,0.77349526,288.49036,1.5277596e-09,2.4252008e-24,3.4861566e-22,5.9883555e-23,427.39185,-4.511296e-09,368.16782
Ireland,201909,0.00057487143,2.9393023e-11,1.0953034e-10,4.5630943e-11,81.6709,0.9999845,285.12955,1.3954276e-09,4.234626e-24,4.619557e-22,7.6196245e-23,74.68738,-2.3971736e-10,361.31827
Italy,201909,0.0005989656,6.4487565e-10,2.0792172e-10,9.2203724e-11,128.5133,0.9999845,293.20648,1.3847333e-09,9.102521e-23,5.5032774e-22,4.7570594e-23,1111.1251,-2.3971736e-10,211.28421
Denmark,201909,0.0005947461,1.13663155e-10,1.1807019e-10,4.57876e-11,87.25501,0.9999845,289.587,2.0668829e-09,3.646277e-24,6.320875e-22,8.4464643e-23,153.32343,-2.3971736e-10,358.54745
Finland,201909,0.00059443,9.931777e-11,8.271434e-11,2.9047716e-11,93.66274,0.9999845,287.57925,1.2052993e-09,5.069019e-22,2.4113943e-22,5.631141e-23,104.75396,-2.3971736e-10,236.12146
Belgium,201909,0.0005918922,7.6020873e-10,1.6125225e-10,6.771035e-11,136.97348,0.9999845,285.51108,1.3118394e-09,8.996169e-23,7.210305e-22,1.1232943e-22,2901.8594,-2.3971736e-10,432.29514
Croatia,201909,0.0005741113,3.1289932e-11,1.756934e-10,7.2799315e-11,99.93069,0.9944042,288.59543,1.5045399e-09,8.76336e-25,4.442262e-22,4.8602888e-23,216.95546,1.5990477e-09,238.3108
Austria,201910,0.000480587,6.216882e-11,8.1467895e-11,3.240393e-11,92.84564,0.9999807,270.06226,9.899578e-10,1.6659504e-23,3.4987713e-22,3.8718423e-23,393.77548,-3.7254133e-10,234.6857
Bulgaria,201910,0.00056303723,1.241505e-10,1.422146e-10,6.009135e-11,110.62269,0.9999807,281.24298,1.9641089e-09,1.8915583e-21,4.2486685e-22,7.090317e-23,666.0137,-3.7254133e-10,255.59991
Cyprus,201910,0.0005387126,1.642308e-10,1.6117975e-10,8.0254164e-11,85.812775,0.9166989,284.8737,2.6853486e-10,6.153345e-21,1.9517071e-22,1.191953e-22,157.88765,3.769844e-09,73.36355
Czech Republic,201910,0.0005667774,1.922316e-10,8.918901e-11,3.4710207e-11,120.43534,0.9999807,271.11276,7.6008316e-10,9.677757e-23,4.874606e-22,5.533055e-23,731.98096,-3.7254133e-10,286.09967
Estonia,201910,0.00059011806,2.2677086e-11,4.9880235e-11,1.6655548e-11,91.97474,0.9999807,285.17114,8.971082e-10,2.2577259e-23,1.4458898e-22,1.507301e-23,208.9518,-3.7254133e-10,711.4391
France,201910,0.0005252554,5.997348e-11,8.998054e-11,3.7927314e-11,82.184685,0.9999807,276.18878,6.1889616e-10,1.147744e-22,1.7922284e-22,3.368694e-23,55.22475,-3.7254133e-10,371.5129
