station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
RO0106A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	81.600	73.105	6404	Y
RO0106A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	Max	maximum	113.650	73.105	6404	Y
RO0106A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	250.000	87.047	961	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	P50	50 percentile	16.424	91.803	336	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	Mean	annual mean	17.871	91.803	336	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	P95	95 percentile	28.647	91.803	336	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	P98	98 percentile	34.787	91.803	336	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	Max	maximum	59.359	91.803	336	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	15.060	87.386	7676	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	17.898	87.386	7676	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	39.150	87.386	7676	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	49.740	87.386	7676	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	Max	maximum	101.260	87.386	7676	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	Max19	19th highest value	68.940	87.386	7676	Y
RO0106A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	87.386	7676	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	day	P50	50 percentile	22.238	91.803	336	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	day	Mean	annual mean	26.215	91.803	336	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	day	P95	95 percentile	50.737	91.803	336	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	day	P98	98 percentile	56.527	91.803	336	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	day	Max	maximum	74.642	91.803	336	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	hour	P50	50 percentile	20.680	87.386	7676	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	hour	Mean	annual mean	26.253	87.386	7676	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	hour	P95	95 percentile	61.390	87.386	7676	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	hour	P98	98 percentile	86.260	87.386	7676	Y
RO0106A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2008	hour	Max	maximum	390.600	87.386	7676	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	P50	50 percentile	0.097	98.634	361	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	Mean	annual mean	0.181	98.634	361	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	P95	95 percentile	0.626	98.634	361	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	P98	98 percentile	0.860	98.634	361	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	Max	maximum	1.611	98.634	361	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	P50	50 percentile	0.174	98.361	360	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	Mean	annual mean	0.335	98.361	360	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	P95	95 percentile	1.240	98.361	360	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	P98	98 percentile	1.484	98.361	360	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	Max	maximum	2.193	98.361	360	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	P50	50 percentile	0.080	94.832	8330	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	Mean	annual mean	0.183	94.832	8330	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	P95	95 percentile	0.770	94.832	8330	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	P98	98 percentile	1.250	94.832	8330	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	Max	maximum	2.970	94.832	8330	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P50	50 percentile	0.120	96.712	353	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	Mean	annual mean	0.303	96.712	353	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P95	95 percentile	1.317	96.712	353	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P98	98 percentile	1.811	96.712	353	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	Max	maximum	2.849	96.712	353	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P50	50 percentile	0.203	95.890	350	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	Mean	annual mean	0.528	95.890	350	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P95	95 percentile	2.125	95.890	350	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P98	98 percentile	2.766	95.890	350	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	Max	maximum	3.519	95.890	350	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P50	50 percentile	0.100	95.331	8351	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	Mean	annual mean	0.305	95.331	8351	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P95	95 percentile	1.510	95.331	8351	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P98	98 percentile	2.340	95.331	8351	Y
RO0106A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	Max	maximum	4.620	95.331	8351	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	P50	50 percentile	2.861	73.224	268	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	Mean	annual mean	3.572	73.224	268	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	P95	95 percentile	8.424	73.224	268	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	P98	98 percentile	10.363	73.224	268	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	Max	maximum	13.519	73.224	268	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	2.540	73.440	6451	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	3.561	73.440	6451	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	9.570	73.440	6451	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	13.240	73.440	6451	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	Max	maximum	46.860	73.440	6451	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	P50	50 percentile	2.533	90.411	330	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	Mean	annual mean	4.015	90.411	330	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	P95	95 percentile	11.126	90.411	330	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	P98	98 percentile	15.663	90.411	330	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	Max	maximum	27.656	90.411	330	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	2.570	91.267	7995	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	4.058	91.267	7995	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	12.700	91.267	7995	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	20.350	91.267	7995	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	Max	maximum	127.240	91.267	7995	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P50	50 percentile	2.000	85.753	313	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Mean	annual mean	2.951	85.753	313	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P95	95 percentile	8.286	85.753	313	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P98	98 percentile	13.573	85.753	313	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Max	maximum	18.824	85.753	313	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	1.790	85.959	7530	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	2.980	85.959	7530	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	10.110	85.959	7530	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	15.210	85.959	7530	Y
RO0106A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	Max	maximum	31.580	85.959	7530	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P50	50 percentile	5.778	78.689	288	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Mean	annual mean	6.697	78.689	288	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P95	95 percentile	15.984	78.689	288	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P98	98 percentile	20.923	78.689	288	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Max	maximum	90.008	78.689	288	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Max4	4th highest value	26.099	78.689	288	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Days(c > 125)	days with c > 125 ug/m3	0.000	78.689	288	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	4.540	77.505	6808	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	6.818	77.505	6808	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	18.990	77.505	6808	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	30.690	77.505	6808	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P99_9	99.9 percentile	146.180	77.505	6808	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Max	maximum	273.790	77.505	6808	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Max25	25th highest value	80.670	77.505	6808	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Hours(c > 350)	hours with c > 350 ug/m3	0.000	77.505	6808	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P50	50 percentile	3.264	92.877	339	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Mean	annual mean	4.283	92.877	339	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P95	95 percentile	11.093	92.877	339	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P98	98 percentile	12.569	92.877	339	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Max	maximum	16.446	92.877	339	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Max4	4th highest value	13.416	92.877	339	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Days(c > 125)	days with c > 125 ug/m3	0.000	92.877	339	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	2.620	91.438	8010	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	4.316	91.438	8010	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	13.200	91.438	8010	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	18.800	91.438	8010	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P99_9	99.9 percentile	73.300	91.438	8010	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Max	maximum	110.480	91.438	8010	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Max25	25th highest value	46.630	91.438	8010	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Hours(c > 350)	hours with c > 350 ug/m3	0.000	91.438	8010	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	2.876	96.986	354	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	4.061	96.986	354	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	9.307	96.986	354	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	12.831	96.986	354	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max	maximum	27.943	96.986	354	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max4	4th highest value	16.609	96.986	354	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Days(c > 125)	days with c > 125 ug/m3	0.000	96.986	354	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	2.520	93.858	8222	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	4.068	93.858	8222	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	10.780	93.858	8222	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	17.100	93.858	8222	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P99_9	99.9 percentile	93.700	93.858	8222	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	153.780	93.858	8222	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max25	25th highest value	47.130	93.858	8222	Y
RO0107A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 350)	hours with c > 350 ug/m3	0.000	93.858	8222	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	P50	50 percentile	18.858	77.049	282	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Mean	annual mean	23.377	77.049	282	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	P95	95 percentile	53.936	77.049	282	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	P98	98 percentile	74.009	77.049	282	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Max	maximum	88.069	77.049	282	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Max36	36th highest value	38.577	77.049	282	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Max8	8th highest value	69.607	77.049	282	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Days(c > 50)	days with c > 50 ug/m3	20.000	77.049	282	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	17.140	81.751	7181	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	23.252	81.751	7181	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	59.810	81.751	7181	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	84.900	81.751	7181	Y
RO0107A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	hour	Max	maximum	258.080	81.751	7181	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	day	P50	50 percentile	52.727	83.880	307	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	day	Mean	annual mean	53.446	83.880	307	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	day	P95	95 percentile	98.014	83.880	307	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	day	P98	98 percentile	104.255	83.880	307	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	day	Max	maximum	118.832	83.880	307	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	dymax	Mean	annual mean	79.139	83.060	304	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	dymax	P50	50 percentile	79.302	83.060	304	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	dymax	P95	95 percentile	134.193	83.060	304	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	dymax	P98	98 percentile	146.353	83.060	304	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	dymax	Max	maximum	168.931	83.060	304	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	dymax	Max26	26th highest value	127.674	83.060	304	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	dymax	Days(c > 120)	days with c > 120 ug/m3	49.000	83.060	304	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	7591.000	83.060	304	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	48.160	82.593	7255	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	53.756	82.593	7255	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	121.990	82.593	7255	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	135.530	82.593	7255	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	hour	Max	maximum	183.780	82.593	7255	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2008	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	22710.000	92.935	1026	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	Mean	annual mean	67.072	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	P50	50 percentile	70.780	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	P95	95 percentile	110.589	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	P98	98 percentile	120.319	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	Max	maximum	143.464	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	Mean	annual mean	92.200	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	P50	50 percentile	94.611	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	P95	95 percentile	148.279	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	P98	98 percentile	167.033	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	Max	maximum	184.840	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	Max26	26th highest value	143.744	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	Days(c > 120)	days with c > 120 ug/m3	85.000	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	10651.000	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	64.510	89.932	7878	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	67.605	89.932	7878	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	134.400	89.932	7878	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	149.440	89.932	7878	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	Max	maximum	198.270	89.932	7878	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	32653.000	89.130	984	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P50	50 percentile	46.276	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	Mean	annual mean	49.770	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P95	95 percentile	89.091	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P98	98 percentile	92.367	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	Max	maximum	104.593	91.507	334	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P50	50 percentile	65.826	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Mean	annual mean	69.044	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P95	95 percentile	110.423	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P98	98 percentile	114.522	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Max	maximum	128.730	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Max26	26th highest value	107.507	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Days(c > 120)	days with c > 120 ug/m3	1.000	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	3669.000	91.233	333	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	46.130	89.749	7862	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	49.977	89.749	7862	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	102.090	89.749	7862	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	112.180	89.749	7862	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	Max	maximum	178.670	89.749	7862	Y
RO0107A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	2258.000	90.851	1003	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	P50	50 percentile	25.327	93.169	341	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	Mean	annual mean	26.752	93.169	341	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	P95	95 percentile	46.233	93.169	341	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	P98	98 percentile	57.930	93.169	341	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	day	Max	maximum	66.694	93.169	341	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	22.040	91.781	8062	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	26.677	91.781	8062	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	62.970	91.781	8062	Y
RO0107A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	76.940	91.781	8062	Y
