indic_is,unit,hhtyp,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
H_MPHNAR,PC_HH_IACC,A2_DCH,DE	: 	: 	: 	: 	: 	: 	: 	: 	9 	16 	15 	16 	13 	7 	11 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	4 	3 	4 	19 	17 	15 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,EA	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	9 	10 	10 	6 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,EE	: 	: 	: 	: 	: 	: 	: 	: 	10 	8 	2 	2 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,EL	: 	: 	: 	: 	: 	: 	: 	: 	2 	5 	8 	6 	4 	3 	3 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	2 	2 	2 	7 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,EU15	: 	: 	: 	: 	: 	: 	: 	: 	5 	9 	8 	9 	9 	7 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	9 	9 	10 	7 	8 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	9 	9 	10 	8 	8 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	7 	9 	9 	10 	11 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,EU28	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	9 	9 	10 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	24 	11 	10 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,FR	: 	: 	: 	: 	: 	: 	: 	: 	9 	11 	10 	12 	12 	6 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,HR	: 	: 	: 	: 	: 	: 	: 	: 	0 	3 	3 	4 	3 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,HU	: 	: 	: 	: 	: 	: 	: 	: 	6 	8 	6 	8 	9 	16 	11 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,IE	: 	: 	: 	: 	: 	: 	: 	: 	6 	2 	3 	2 	: u	3 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,IS	: 	: 	: 	: 	: 	: 	: 	: 	56 	3 	: u	15 	1 	0 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,IT	: 	: 	: 	: 	: 	: 	: 	: 	1 	4 	6 	6 	14 	5 	3 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,LT	: 	: 	: 	: 	: 	: 	: 	: 	22 	32 	48 	42 	48 	56 	15 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,LU	: 	: 	: 	: 	: 	: 	: 	: 	4 	7 	8 	4 	5 	2 	2 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,LV	: 	: 	: 	: 	: 	: 	: 	: 	14 	21 	32 	34 	51 	60 	53 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: u	: u	: 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,MT	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	5 	: u	1 	0 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,NL	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	1 	1 	1 	1 	2 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,NO	: 	: 	: 	: 	: 	: 	: 	: 	14 	30 	29 	34 	39 	5 	8 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,PL	: 	: 	: 	: 	: 	: 	: 	: 	12 	11 	10 	: u	: u	12 	48 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,PT	: 	: 	: 	: 	: 	: 	: 	: 	11 	13 	9 	29 	30 	30 	23 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,RO	: 	: 	: 	: 	: 	: 	: 	: 	5 	6 	8 	5 	1 	10 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,SE	: 	: 	: 	: 	: 	: 	: 	: 	18 	13 	13 	12 	9 	3 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,SI	: 	: 	: 	: 	: 	: 	: 	: 	31 	34 	34 	56 	45 	42 	43 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,SK	: 	: 	: 	: 	: 	: 	: 	: 	22 	15 	30 	37 	42 	29 	39 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 	9 	8 	8 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A2_DCH,UK	: 	: 	: 	: 	: 	: 	: 	: 	0 n	13 	6 	: u	: u	8 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,AT	: 	: 	: 	: 	: 	: 	: 	: 	11 	: u	: u	4 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,BE	: 	: 	: 	: 	: 	: 	: 	: 	4 	0 n	5 	2 	2 	1 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,BG	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	3 	5 	: u	25 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,CY	: 	: 	: 	: 	: 	: 	: 	: 	11 	7 	8 	10 	9 	12 	10 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1 	: u	1 	2 	: u	: u	3 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,DE	: 	: 	: 	: 	: 	: 	: 	: 	9 	: u	: u	: u	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	2 	: u	: u	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,EA	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	10 	10 	11 	6 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,EE	: 	: 	: 	: 	: 	: 	: 	: 	9 	7 	2 	2 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,EL	: 	: 	: 	: 	: 	: 	: 	: 	2 	5 	7 	6 	4 	4 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,ES	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	2 	2 	2 	6 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,EU15	: 	: 	: 	: 	: 	: 	: 	: 	5 	10 	8 	9 	10 	6 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	9 	9 	11 	8 	9 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	6 	10 	9 	9 	11 	8 	9 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	7 	9 	10 	10 	12 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,EU28	: 	: 	: 	: 	: 	: 	: 	: 	6 	10 	9 	9 	10 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	22 	10 	9 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,FR	: 	: 	: 	: 	: 	: 	: 	: 	9 	12 	11 	12 	12 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,HR	: 	: 	: 	: 	: 	: 	: 	: 	1 	4 	4 	5 	2 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,HU	: 	: 	: 	: 	: 	: 	: 	: 	5 	6 	5 	7 	9 	18 	12 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,IE	: 	: 	: 	: 	: 	: 	: 	: 	6 	2 	3 	2 	: u	3 	6 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,IS	: 	: 	: 	: 	: 	: 	: 	: 	51 	: u	: u	: u	1 	0 n	1 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,IT	: 	: 	: 	: 	: 	: 	: 	: 	1 	4 	6 	6 	15 	5 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,LT	: 	: 	: 	: 	: 	: 	: 	: 	24 	35 	47 	41 	50 	58 	15 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,LU	: 	: 	: 	: 	: 	: 	: 	: 	4 	7 	8 	4 	5 	2 	2 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,LV	: 	: 	: 	: 	: 	: 	: 	: 	15 	26 	35 	39 	57 	65 	57 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	8 	: 	37 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,MT	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	3 	: u	: u	4 	3 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,NL	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	1 	2 	1 	: u	3 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,NO	: 	: 	: 	: 	: 	: 	: 	: 	14 	29 	30 	32 	38 	5 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,PL	: 	: 	: 	: 	: 	: 	: 	: 	12 	11 	11 	: u	: u	: u	48 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,PT	: 	: 	: 	: 	: 	: 	: 	: 	11 	13 	9 	31 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,RO	: 	: 	: 	: 	: 	: 	: 	: 	5 	6 	: u	4 	: u	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,SE	: 	: 	: 	: 	: 	: 	: 	: 	17 	12 	13 	13 	9 	2 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,SI	: 	: 	: 	: 	: 	: 	: 	: 	30 	33 	32 	49 	42 	44 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,SK	: 	: 	: 	: 	: 	: 	: 	: 	21 	17 	29 	37 	40 	32 	41 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 	13 	11 	12 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_DCH,UK	: 	: 	: 	: 	: 	: 	: 	: 	1 	12 	: u	: u	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,AT	: 	: 	: 	: 	: 	: 	: 	: 	10 	: u	: u	7 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,BE	: 	: 	: 	: 	: 	: 	: 	: 	3 	0 n	4 	2 	2 	2 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,BG	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	4 	9 	8 	31 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,CY	: 	: 	: 	: 	: 	: 	: 	: 	10 	8 	8 	9 	14 	13 	13 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1 	: u	1 	3 	1 	: u	5 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,DE	: 	: 	: 	: 	: 	: 	: 	: 	8 	14 	14 	14 	12 	6 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	2 	3 	15 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,EA	: 	: 	: 	: 	: 	: 	: 	: 	5 	8 	9 	10 	10 	5 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,EE	: 	: 	: 	: 	: 	: 	: 	: 	10 	6 	4 	2 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,EL	: 	: 	: 	: 	: 	: 	: 	: 	2 	6 	7 	8 	4 	8 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	2 	2 	2 	5 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,EU15	: 	: 	: 	: 	: 	: 	: 	: 	5 	8 	8 	8 	8 	6 	6 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	9 	9 	9 	7 	8 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	5 	9 	9 	8 	9 	7 	8 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	6 	8 	9 	10 	11 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,EU28	: 	: 	: 	: 	: 	: 	: 	: 	5 	9 	9 	8 	9 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	16 	7 	6 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,FR	: 	: 	: 	: 	: 	: 	: 	: 	7 	9 	9 	10 	10 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,HR	: 	: 	: 	: 	: 	: 	: 	: 	1 	4 	2 	5 	3 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,HU	: 	: 	: 	: 	: 	: 	: 	: 	6 	6 	5 	7 	7 	17 	10 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,IE	: 	: 	: 	: 	: 	: 	: 	: 	5 	3 	3 	1 	: u	3 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,IS	: 	: 	: 	: 	: 	: 	: 	: 	41 	: u	: u	7 	0 n	0 n	0 n	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	4 	6 	5 	16 	6 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,LT	: 	: 	: 	: 	: 	: 	: 	: 	21 	35 	36 	41 	50 	56 	12 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,LU	: 	: 	: 	: 	: 	: 	: 	: 	2 	5 	6 	3 	5 	3 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,LV	: 	: 	: 	: 	: 	: 	: 	: 	16 	25 	29 	32 	59 	66 	61 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: u	13 	: 	26 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,MT	: 	: 	: 	: 	: 	: 	: 	: 	3 	2 	5 	0 n	1 	2 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,NL	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	1 	1 	1 	3 	3 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,NO	: 	: 	: 	: 	: 	: 	: 	: 	12 	25 	25 	26 	26 	3 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,PL	: 	: 	: 	: 	: 	: 	: 	: 	10 	10 	12 	8 	: u	12 	42 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,PT	: 	: 	: 	: 	: 	: 	: 	: 	10 	10 	9 	33 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,RO	: 	: 	: 	: 	: 	: 	: 	: 	8 	8 	9 	6 	5 	12 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,SE	: 	: 	: 	: 	: 	: 	: 	: 	13 	8 	10 	9 	6 	1 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,SI	: 	: 	: 	: 	: 	: 	: 	: 	25 	29 	33 	44 	41 	42 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,SK	: 	: 	: 	: 	: 	: 	: 	: 	21 	16 	30 	38 	39 	27 	35 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	7 	7 	9 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,ALL_NDCH,UK	: 	: 	: 	: 	: 	: 	: 	: 	1 	10 	: u	: u	: u	8 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,AT	: 	: 	: 	: 	: 	: 	: 	: 	11 	: u	: u	: u	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,BE	: 	: 	: 	: 	: 	: 	: 	: 	3 	0 n	5 	1 	2 	2 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,BG	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	3 	9 	7 	32 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,CY	: 	: 	: 	: 	: 	: 	: 	: 	9 	7 	10 	9 	15 	16 	13 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1 	2 	: u	: u	4 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,DE	: 	: 	: 	: 	: 	: 	: 	: 	11 	21 	19 	19 	18 	7 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	2 	3 	19 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,EA	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	10 	10 	12 	6 	6 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,EE	: 	: 	: 	: 	: 	: 	: 	: 	9 	8 	2 	1 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,EL	: 	: 	: 	: 	: 	: 	: 	: 	3 	5 	6 	8 	3 	7 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	1 	1 	2 	5 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,EU15	: 	: 	: 	: 	: 	: 	: 	: 	4 	9 	8 	8 	10 	7 	6 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	10 	9 	12 	9 	10 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	9 	9 	12 	9 	10 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	10 	10 	12 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,EU28	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	9 	9 	12 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	16 	9 	6 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,FR	: 	: 	: 	: 	: 	: 	: 	: 	9 	10 	12 	13 	11 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,HR	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	2 	5 	3 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,HU	: 	: 	: 	: 	: 	: 	: 	: 	5 	6 	4 	6 	7 	16 	8 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,IE	: 	: 	: 	: 	: 	: 	: 	: 	5 	2 	1 	2 	: u	3 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,IS	: 	: 	: 	: 	: 	: 	: 	: 	50 	: u	: u	11 	0 n	0 n	0 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	3 	5 	3 	16 	4 	3 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,LT	: 	: 	: 	: 	: 	: 	: 	: 	22 	33 	36 	44 	54 	60 	11 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,LU	: 	: 	: 	: 	: 	: 	: 	: 	3 	6 	7 	4 	5 	4 	2 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,LV	: 	: 	: 	: 	: 	: 	: 	: 	16 	29 	38 	36 	64 	71 	63 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	12 	: 	30 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,MT	: 	: 	: 	: 	: 	: 	: 	: 	3 	2 	3 	0 	2 	2 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,NL	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	2 	1 	1 	4 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,NO	: 	: 	: 	: 	: 	: 	: 	: 	14 	35 	27 	31 	38 	5 	6 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,PL	: 	: 	: 	: 	: 	: 	: 	: 	11 	11 	13 	: u	: u	11 	40 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,PT	: 	: 	: 	: 	: 	: 	: 	: 	11 	11 	9 	36 	24 	32 	26 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,RO	: 	: 	: 	: 	: 	: 	: 	: 	10 	7 	9 	6 	6 	14 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,SE	: 	: 	: 	: 	: 	: 	: 	: 	13 	7 	8 	7 	7 	1 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,SI	: 	: 	: 	: 	: 	: 	: 	: 	30 	38 	37 	47 	44 	45 	47 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,SK	: 	: 	: 	: 	: 	: 	: 	: 	20 	16 	29 	33 	33 	24 	37 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	7 	5 	6 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3,UK	: 	: 	: 	: 	: 	: 	: 	: 	0 n	13 	: u	: u	: u	13 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,AT	: 	: 	: 	: 	: 	: 	: 	: 	10 	: u	: u	: u	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,BE	: 	: 	: 	: 	: 	: 	: 	: 	5 	0 	5 	2 	1 	1 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,BG	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	3 	6 	: u	27 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,CY	: 	: 	: 	: 	: 	: 	: 	: 	11 	10 	9 	11 	12 	12 	8 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1 	: u	1 	1 	0 	: u	3 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,DE	: 	: 	: 	: 	: 	: 	: 	: 	11 	24 	: u	18 	18 	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1 	5 	16 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,EA	: 	: 	: 	: 	: 	: 	: 	: 	7 	11 	11 	11 	13 	7 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,EE	: 	: 	: 	: 	: 	: 	: 	: 	8 	7 	4 	4 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,EL	: 	: 	: 	: 	: 	: 	: 	: 	3 	4 	5 	7 	4 	4 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,ES	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	1 	2 	2 	6 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,EU15	: 	: 	: 	: 	: 	: 	: 	: 	5 	10 	9 	9 	12 	7 	6 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	11 	10 	14 	9 	13 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	10 	10 	13 	10 	13 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	11 	10 	14 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,EU28	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	10 	10 	13 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,FI	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	15 	9 	8 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,FR	: 	: 	: 	: 	: 	: 	: 	: 	9 	16 	17 	17 	15 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,HR	: 	: 	: 	: 	: 	: 	: 	: 	1 	5 	5 	6 	1 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,HU	: 	: 	: 	: 	: 	: 	: 	: 	5 	4 	3 	5 	8 	21 	14 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,IE	: 	: 	: 	: 	: 	: 	: 	: 	4 	3 	2 	2 	: u	1 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,IS	: 	: 	: 	: 	: 	: 	: 	: 	55 	: u	: u	12 	0 	0 n	1 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,IT	: 	: 	: 	: 	: 	: 	: 	: 	1 	4 	5 	5 	17 	4 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,LT	: 	: 	: 	: 	: 	: 	: 	: 	27 	39 	49 	43 	57 	63 	18 	: 	: 
